Time,l_per,l_abs,b_per,b_abs
1776714591,24.3,5803,15.4,2859
1776714619,24.3,5803,15.4,2859
1776714625,24.3,5803,15.4,2859
1776714628,24.3,5803,15.4,2860
1776714653,24.3,5803,15.4,2860
1776714718,24.3,5803,15.4,2860
1776714720,24.3,5803,15.4,2860
1776714729,24.3,5803,15.4,2860
1776714732,24.3,5803,15.4,2860
1776714767,24.3,5803,15.4,2860
1776714787,24.3,5803,15.4,2860
1776714790,24.3,5803,15.4,2860
1776714917,24.3,5803,15.4,2860
1776714967,24.3,5803,15.4,2860
1776714968,24.3,5803,15.4,2860
1776714970,24.3,5803,15.4,2860
1776715001,24.3,5803,15.4,2860
1776715511,24.3,5803,15.4,2860
1776715678,24.3,5803,15.4,2860
1776715696,24.3,5803,15.4,2860
1776715947,24.3,5803,15.4,2860
1776715978,24.3,5803,15.4,2860
1776716035,24.3,5803,15.4,2860
1776716040,24.3,5803,15.4,2860
1776716046,24.3,5803,15.4,2860
1776716062,24.3,5803,15.4,2861
1776716073,24.3,5803,15.4,2861
1776716131,24.3,5803,15.4,2861
1776716133,24.3,5803,15.4,2861
1776716134,24.3,5803,15.4,2861
1776716224,24.3,5803,15.5,2862
1776716253,24.3,5803,15.5,2862
1776716332,24.3,5803,15.5,2862
1776716346,24.3,5803,15.5,2862
1776716354,24.3,5803,15.5,2862
1776716370,24.3,5803,15.5,2862
1776716402,24.3,5803,15.5,2862
1776716450,24.3,5803,15.5,2862
1776716456,24.3,5803,15.5,2862
1776716462,24.3,5803,15.5,2862
1776716499,24.3,5803,15.5,2862
1776716542,24.3,5803,15.5,2862
1776716653,24.3,5803,15.5,2862
1776716829,24.3,5803,15.5,2862
1776716862,24.3,5803,15.5,2862
1776716892,24.3,5803,15.5,2862
1776716915,24.3,5803,15.5,2862
1776716983,24.3,5803,15.5,2862
1776716992,24.3,5803,15.5,2862
1776716994,24.3,5803,15.5,2862
1776717075,24.3,5803,15.5,2862
1776717088,24.3,5803,15.5,2862
1776717105,24.3,5803,15.5,2863
1776717132,24.3,5803,15.5,2863
1776717184,24.3,5803,15.5,2863
1776717194,24.3,5803,15.5,2863
1776717201,24.3,5803,15.5,2863
1776717213,24.3,5803,15.5,2863
1776717215,24.3,5803,15.5,2863
1776717220,24.3,5803,15.5,2863
1776717223,24.3,5803,15.5,2863
1776717241,24.3,5803,15.5,2863
1776717244,24.3,5803,15.5,2865
1776717283,24.3,5803,15.5,2865
1776717301,24.3,5803,15.5,2865
1776717315,24.3,5809,15.5,2868
1776717329,24.3,5809,15.5,2869
1776717399,24.3,5809,15.5,2869
1776717608,24.3,5809,15.5,2869
1776717609,24.3,5809,15.5,2869
1776717660,24.3,5809,15.5,2869
1776717701,24.3,5809,15.5,2869
1776717711,24.3,5809,15.5,2869
1776717991,24.3,5809,15.5,2869
1776718011,24.3,5809,15.5,2869
1776718013,24.3,5809,15.5,2869
1776718017,24.3,5809,15.5,2869
1776718131,24.3,5809,15.5,2869
1776718278,24.3,5809,15.5,2869
1776718286,24.3,5809,15.5,2870
1776718856,24.3,5809,15.5,2870
1776718984,24.3,5809,15.5,2870
1776719039,24.3,5809,15.5,2870
1776719040,24.3,5809,15.5,2870
1776719057,24.3,5809,15.5,2870
1776719077,24.3,5809,15.5,2870
1776719103,24.3,5809,15.5,2870
1776719111,24.3,5809,15.5,2870
1776719112,24.3,5809,15.5,2870
1776719124,24.3,5809,15.5,2870
1776719189,24.3,5809,15.5,2870
1776719215,24.3,5809,15.5,2870
1776719216,24.3,5809,15.5,2870
1776719533,24.3,5809,15.5,2870
1776719559,24.3,5809,15.5,2870
1776719563,24.3,5809,15.5,2870
1776719595,24.3,5809,15.5,2870
1776719600,24.3,5809,15.5,2870
1776719634,24.3,5809,15.5,2871
1776719676,24.3,5809,15.5,2871
1776719694,24.3,5809,15.5,2871
1776719711,24.3,5809,15.5,2871
1776719720,24.3,5809,15.5,2871
1776719761,24.3,5809,15.5,2871
1776719766,24.3,5809,15.5,2871
1776719768,24.3,5809,15.5,2871
1776719779,24.3,5809,15.5,2871
1776719977,24.3,5809,15.5,2871
1776719990,24.3,5809,15.5,2871
1776719995,24.3,5809,15.5,2871
1776720030,24.3,5809,15.5,2871
1776720145,24.3,5809,15.5,2871
1776720235,24.3,5809,15.5,2871
1776720249,24.3,5809,15.5,2871
1776720351,24.3,5809,15.5,2871
1776720362,24.3,5809,15.5,2871
1776720364,24.3,5809,15.5,2871
1776720402,24.3,5809,15.5,2872
1776720412,24.3,5809,15.5,2872
1776720423,24.3,5809,15.5,2872
1776720427,24.3,5809,15.5,2872
1776720447,24.3,5809,15.5,2872
1776720456,24.3,5809,15.5,2872
1776720503,24.3,5809,15.5,2872
1776720550,24.3,5809,15.5,2872
1776720643,24.3,5809,15.5,2872
1776720652,24.3,5809,15.5,2874
1776720732,24.3,5809,15.5,2874
1776720735,24.3,5809,15.5,2874
1776720796,24.3,5809,15.5,2874
1776720817,24.3,5809,15.5,2874
1776721157,24.3,5809,15.5,2874
1776721247,24.3,5809,15.5,2874
1776721683,24.3,5809,15.5,2874
1776722126,24.3,5809,15.5,2874
1776722250,24.3,5809,15.5,2874
1776722342,24.3,5810,15.5,2877
1776722817,24.3,5810,15.5,2877
1776722818,24.3,5810,15.5,2877
1776723009,24.3,5810,15.5,2877
1776723089,24.3,5810,15.5,2877
1776723301,24.3,5810,15.5,2877
1776723310,24.3,5810,15.5,2877
1776723317,24.3,5810,15.5,2877
1776723546,24.3,5810,15.5,2877
1776723909,24.3,5810,15.5,2877
1776723919,24.3,5811,15.5,2878
1776723956,24.3,5811,15.5,2878
1776723994,24.3,5811,15.5,2878
1776724001,24.3,5811,15.5,2878
1776724019,24.3,5811,15.5,2878
1776724125,24.3,5811,15.5,2878
1776724132,24.3,5811,15.5,2879
1776724138,24.3,5811,15.5,2879
1776724143,24.3,5811,15.5,2879
1776724314,24.3,5811,15.5,2879
1776724890,24.3,5811,15.5,2879
1776724917,24.3,5811,15.5,2879
1776724937,24.3,5811,15.5,2879
1776724953,24.3,5811,15.5,2879
1776725031,24.3,5812,15.6,2880
1776725035,24.3,5812,15.6,2880
1776725037,24.3,5812,15.6,2880
1776725040,24.3,5812,15.6,2880
1776725042,24.3,5812,15.6,2880
1776725045,24.3,5812,15.6,2880
1776725054,24.3,5812,15.6,2880
1776725292,24.3,5812,15.6,2881
1776725382,24.3,5812,15.6,2881
1776725511,24.3,5812,15.6,2881
1776725513,24.3,5812,15.6,2881
1776725515,24.4,5813,15.6,2884
1776725670,24.4,5813,15.6,2885
1776725693,24.4,5813,15.6,2885
1776726432,24.4,5813,15.6,2885
1776726851,24.4,5813,15.6,2885
1776727147,24.4,5813,15.6,2885
1776727429,24.4,5813,15.6,2887
1776727606,24.4,5813,15.6,2887
1776727609,24.4,5813,15.6,2887
1776727825,24.4,5813,15.6,2887
1776727943,24.4,5813,15.6,2887
1776728062,24.4,5813,15.6,2887
1776728133,24.4,5813,15.6,2887
1776728174,24.4,5813,15.6,2887
1776728266,24.4,5813,15.6,2887
1776728276,24.4,5813,15.6,2887
1776728300,24.4,5813,15.6,2887
1776728729,24.4,5813,15.6,2887
1776728813,24.4,5813,15.6,2887
1776728844,24.4,5813,15.6,2887
1776729939,24.4,5813,15.6,2887
1776730110,24.4,5813,15.6,2887
1776730125,24.4,5813,15.6,2887
1776730186,24.4,5813,15.6,2887
1776730188,24.4,5813,15.6,2887
1776730195,24.4,5813,15.6,2887
1776730207,24.4,5813,15.6,2887
1776730214,24.4,5813,15.6,2887
1776730262,24.4,5813,15.6,2887
1776730268,24.4,5813,15.6,2887
1776730315,24.4,5813,15.6,2887
1776730335,24.4,5813,15.6,2887
1776730339,24.4,5815,15.6,2889
1776730343,24.4,5815,15.6,2889
1776730405,24.4,5815,15.6,2890
1776730414,24.4,5815,15.6,2890
1776730416,24.4,5815,15.6,2890
1776730435,24.4,5815,15.6,2890
1776730499,24.4,5815,15.6,2890
1776730765,24.4,5815,15.6,2890
1776730881,24.4,5815,15.6,2890
1776731412,24.4,5815,15.6,2890
1776732030,24.4,5815,15.6,2890
1776732031,24.4,5815,15.6,2890
1776732090,24.4,5815,15.6,2890
1776732175,24.4,5815,15.6,2890
1776732194,24.4,5815,15.6,2890
1776732387,24.4,5816,15.6,2896
1776732425,24.4,5816,15.6,2896
1776732467,24.4,5816,15.6,2896
1776732546,24.4,5816,15.6,2896
1776732835,24.4,5816,15.6,2896
1776733008,24.4,5816,15.6,2896
1776733769,24.4,5816,15.6,2896
1776734295,24.4,5816,15.6,2896
1776734315,24.4,5816,15.6,2896
1776734765,24.4,5816,15.6,2896
1776734774,24.4,5816,15.6,2896
1776735313,24.4,5816,15.6,2896
1776735917,24.4,5816,15.6,2896
1776735927,24.4,5816,15.6,2896
1776736092,24.4,5816,15.6,2896
1776736617,24.4,5816,15.6,2896
1776736711,24.4,5816,15.6,2896
1776736805,24.4,5816,15.6,2896
1776736828,24.4,5816,15.6,2896
1776736835,24.4,5816,15.6,2896
1776736910,24.4,5816,15.6,2896
1776736988,24.4,5816,15.6,2898
1776736993,24.4,5816,15.6,2898
1776737020,24.4,5816,15.6,2898
1776737023,24.4,5816,15.6,2898
1776737453,24.4,5816,15.6,2898
1776738180,24.4,5816,15.6,2898
1776738191,24.4,5816,15.6,2898
1776738400,24.4,5816,15.6,2898
1776738416,24.4,5816,15.6,2898
1776738804,24.4,5816,15.6,2898
1776739560,24.4,5816,15.6,2898
1776740243,24.4,5816,15.6,2898
1776740297,24.4,5816,15.6,2898
1776740752,24.4,5816,15.6,2898
1776740759,24.4,5816,15.6,2898
1776740818,24.4,5816,15.6,2898
1776740824,24.4,5816,15.7,2899
1776740900,24.4,5816,15.7,2899
1776741388,24.4,5816,15.7,2899
1776741392,24.4,5816,15.7,2899
1776741422,24.4,5816,15.7,2899
1776741424,24.4,5816,15.7,2899
1776741666,24.4,5816,15.7,2899
1776741793,24.4,5816,15.7,2899
1776741941,24.4,5816,15.7,2899
1776742010,24.4,5816,15.7,2899
1776742235,24.4,5816,15.7,2899
1776742301,24.4,5816,15.7,2899
1776742389,24.4,5816,15.7,2899
1776742391,24.4,5816,15.7,2899
1776742647,24.4,5816,15.7,2899
1776743040,24.4,5816,15.7,2899
1776743260,24.4,5816,15.7,2899
1776743266,24.4,5816,15.7,2899
1776743523,24.4,5816,15.7,2899
1776743678,24.4,5816,15.7,2899
1776743864,24.4,5816,15.7,2899
1776743963,24.4,5816,15.7,2899
1776743985,24.4,5816,15.7,2899
1776744397,24.4,5816,15.7,2899
1776744419,24.4,5816,15.7,2899
1776744592,24.4,5816,15.7,2899
1776744601,24.4,5816,15.7,2899
1776744673,24.4,5816,15.7,2899
1776744932,24.4,5816,15.7,2899
1776745482,24.4,5816,15.7,2899
1776745630,24.4,5816,15.7,2899
1776745644,24.4,5816,15.7,2899
1776745649,24.4,5816,15.7,2899
1776745689,24.4,5816,15.7,2899
1776745703,24.4,5816,15.7,2899
1776745739,24.4,5816,15.7,2899
1776745766,24.4,5816,15.7,2899
1776746042,24.4,5816,15.7,2899
1776746302,24.4,5816,15.7,2899
1776746533,24.4,5816,15.7,2899
1776746744,24.4,5816,15.7,2901
1776746745,24.4,5816,15.7,2901
1776746921,24.4,5816,15.7,2901
1776747492,24.4,5816,15.7,2901
1776747494,24.4,5816,15.7,2901
1776747835,24.4,5816,15.7,2901
1776748337,24.4,5816,15.7,2901
1776748485,24.4,5816,15.7,2901
1776748566,24.4,5816,15.7,2901
1776748568,24.4,5816,15.7,2901
1776748578,24.4,5816,15.7,2901
1776748733,24.4,5816,15.7,2901
1776748736,24.4,5816,15.7,2901
1776748815,24.4,5816,15.7,2901
1776748989,24.4,5816,15.7,2901
1776749476,24.4,5816,15.7,2901
1776749689,24.4,5816,15.7,2901
1776750016,24.4,5816,15.7,2901
1776750019,24.4,5816,15.7,2901
1776750124,24.4,5816,15.7,2901
1776750222,24.4,5816,15.7,2901
1776750374,24.4,5816,15.7,2901
1776750731,24.4,5816,15.7,2901
1776751485,24.4,5816,15.7,2901
1776751529,24.4,5816,15.7,2901
1776751557,24.4,5816,15.7,2901
1776751770,24.4,5816,15.7,2901
1776751836,24.4,5816,15.7,2901
1776751840,24.4,5816,15.7,2901
1776751904,24.4,5816,15.7,2901
1776751939,24.4,5816,15.7,2901
1776751980,24.4,5816,15.7,2902
1776751982,24.4,5816,15.7,2902
1776752042,24.4,5816,15.7,2902
